n1,n2,exact_change,approx_change
7,8,115,167
5,6,30,66
3,5,13,21
7,9,114,156
5,8,10,45
3,9,30,45
7,8,89,179
5,8,60,112
3,6,13,28
7,9,60,95
5,8,24,70
3,4,18,26
7,10,77,131
5,10,28,70
3,8,31,49
7,9,94,168
4,10,11,43
8,9,124,188
6,9,45,110
4,6,35,81
8,10,112,187
6,8,53,108
4,7,28,47
8,9,164,224
6,10,44,91
4,8,31,51
8,9,101,159
6,9,47,117
4,10,17,39
8,10,102,203
6,7,51,98
4,5,46,70
8,10,83,147
6,10,44,77
4,6,26,33
8,9,189,274
6,9,43,77
4,8,5,28
8,10,106,213
6,7,34,83
4,9,11,49
8,10,62,158
6,10,59,110
4,5,8,24
8,9,105,177
6,8,62,110
4,6,23,34
8,10,109,195
6,7,46,105
4,7,17,50
8,10,105,186
6,10,33,106
4,9,5,10
8,9,251,333
6,8,89,155
4,10,4,21
8,9,139,192
6,7,74,118
4,6,5,13
8,10,124,226
6,9,41,98
4,7,3,35
8,9,99,181
6,8,15,54
4,8,19,48
8,9,113,161
6,7,77,132
4,10,18,57
8,10,172,243
6,9,52,102
4,5,20,43
8,10,160,237
6,8,100,106
4,7,24,58
8,9,169,233
6,7,66,108
4,8,7,43
8,10,91,181
6,9,53,137
4,9,3,8
8,10,137,213
6,8,95,157
4,5,12,21
8,9,168,218
6,10,42,72
4,6,29,45
8,9,102,198
6,9,58,73
4,7,30,30
8,10,97,196
6,8,38,118
4,9,33,58
8,9,170,259
6,10,50,105
4,10,9,29
8,9,162,245
6,9,19,62
4,6,14,19
8,10,62,137
6,7,87,144
4,7,16,39
8,9,118,202
6,10,57,116
4,8,25,53
8,9,127,182
6,9,35,108
4,10,27,58
8,10,131,227
6,7,62,110
4,5,12,35
8,10,89,168
6,10,63,122
4,7,40,60
8,9,114,204
6,9,43,99
4,8,13,27
8,10,69,157
6,7,114,147
4,9,13,25
8,10,121,188
6,10,98,158
4,5,59,76
8,9,110,191
6,8,47,71
4,6,50,66
8,9,141,215
6,7,92,108
4,7,24,64
8,10,141,193
6,10,28,54
4,9,0,22
8,9,144,214
6,8,58,109
4,10,4,25
8,9,190,280
6,7,51,84
4,6,42,79
8,10,95,152
6,9,47,90
4,7,49,74
8,9,95,187
6,8,48,89
4,8,12,40
8,9,98,174
5,6,53,74
3,4,3,12
7,8,63,137
5,8,43,65
3,8,0,6
7,10,55,115
5,8,30,48
3,6,21,34
7,8,124,167
5,8,64,73
3,10,7,29
7,9,80,142
5,10,34,81
3,7,0,10
7,8,85,179
5,10,25,46
3,5,19,44
7,9,82,144
5,7,27,61
3,9,6,27
7,8,86,159
5,7,34,46
3,6,5,13
7,9,98,144
5,7,33,54
3,4,14,26
7,10,78,125
5,9,18,67
3,8,3,14
7,9,55,133
5,9,37,61
3,6,8,13
7,10,71,128
5,6,49,78
3,10,0,0
7,9,64,105
5,6,69,112
3,7,2,13
7,10,126,188
5,6,34,53
3,5,0,23
7,8,108,218
5,8,31,66
3,9,6,17
7,10,51,144
5,8,13,51
3,7,18,29
7,8,73,115
5,10,18,49
3,4,5,13
7,9,86,173
5,10,44,65
3,8,0,10
7,8,135,208
5,10,44,95
3,6,8,22
7,9,85,152
5,7,19,60
3,10,8,30
7,8,122,177
5,7,37,95
3,8,5,12
7,9,86,162
5,7,38,86
3,5,10,29
7,10,98,171
5,9,30,67
3,9,0,18
7,9,109,175
5,9,40,71
3,7,1,7
7,10,61,150
5,6,69,108
3,4,25,37
7,9,122,171
5,6,51,111
3,8,3,14
7,10,156,212
5,6,32,71
3,6,5,28
7,8,101,153
5,8,62,99
3,10,1,12
7,10,78,143
5,8,49,94
3,8,1,6
7,8,124,192
5,10,34,97
3,5,13,30
7,9,87,157
5,10,17,43
3,9,6,24
7,8,109,168
5,10,46,77
3,7,1,16
7,9,80,148
5,7,60,106
3,4,17,43
7,8,104,139
5,7,22,66
3,9,7,12
7,9,121,182
5,7,50,92
3,6,0,2
7,10,101,156
5,9,57,104
3,10,2,15
7,9,74,169
5,9,32,90
3,8,4,22
7,10,59,126
5,6,33,49
3,5,6,11
7,9,41,116
5,6,51,83
3,9,4,15
7,10,75,132
5,6,39,73
3,7,1,13
7,8,70,116
5,8,77,136
3,4,13,13
7,10,88,178
5,8,81,117
3,9,20,35
7,8,79,147
5,10,21,72
3,6,8,29
6,8,52,113
4,5,38,71
8,9,129,198
6,10,67,128
4,6,30,48
8,9,68,124
6,9,42,93
4,8,12,33
8,10,154,264
6,7,29,79
4,9,0,21
8,10,164,236
6,10,65,117
4,5,13,35
8,9,161,245
6,9,55,101
4,6,39,55
8,10,160,231
6,7,50,103
4,7,56,64
8,10,150,237
6,10,30,96
4,9,11,34
8,9,155,250
6,8,40,107
4,10,5,35
8,9,120,208
6,7,71,123
4,5,19,27
8,10,93,162
6,10,40,95
4,7,30,59
8,9,106,209
6,8,57,93
4,8,9,33
8,9,141,264
6,7,76,137
4,10,7,36
8,10,131,217
6,9,47,99
4,5,21,42
8,9,125,222
6,8,97,137
4,6,24,59
8,9,98,164
6,7,102,178
4,8,9,30
8,10,124,193
6,9,27,56
4,9,35,60
8,10,118,204
6,8,45,95
4,5,17,46
8,9,149,237
6,7,125,155
4,6,25,53
8,10,92,192
6,9,80,139
4,7,41,42
8,10,166,284
6,8,69,126
4,9,5,25
8,9,96,176
6,10,34,92
4,10,20,44
8,9,118,170
6,9,65,106
4,5,54,109
8,10,180,250
6,8,38,92
4,7,11,50
8,9,112,179
6,10,26,119
4,8,21,44
8,9,127,220
6,9,61,101
4,10,2,17
8,10,136,209
6,7,64,145
4,5,27,53
8,9,121,226
6,10,56,90
4,6,31,49
8,9,158,214
6,9,53,80
4,8,42,71
8,10,129,235
6,7,41,87
4,9,9,37
8,10,151,245
6,10,64,141
4,5,44,61
8,9,161,241
6,9,76,114
4,6,11,28
8,10,100,186
6,7,44,85
4,7,5,29
8,10,170,229
6,10,16,76
4,9,12,40
8,9,163,269
6,8,93,143
4,10,7,23
8,9,143,230
6,7,103,160
4,5,31,55
8,10,131,229
6,10,42,105
4,7,20,60
8,9,89,193
6,8,49,102
4,8,5,29
8,9,149,224
6,7,81,121
4,10,4,18
8,10,100,178
6,9,58,94
4,5,27,38
8,9,111,201
6,8,51,90
4,6,13,22
8,9,141,235
6,7,93,154
4,8,22,37
8,10,151,211
6,9,33,95
4,9,8,38
7,8,86,118
5,6,62,89
3,9,0,9
7,9,86,127
5,8,20,74
3,6,21,22
7,10,98,166
5,8,23,55
3,10,9,15
7,9,77,128
5,8,10,43
3,8,3,15
7,10,99,156
5,10,4,53
3,5,13,33
7,9,96,153
5,10,37,79
3,10,9,23
7,10,60,121
5,10,31,79
3,7,2,6
7,8,63,135
5,7,19,51
3,4,56,58
7,10,83,151
5,7,34,83
3,9,0,10
7,8,90,104
5,9,27,52
3,6,0,12
7,10,97,151
5,9,68,86
3,10,0,2
7,8,81,134
5,9,45,102
3,8,15,34
7,9,95,188
5,6,34,68
3,5,33,35
7,8,120,201
5,6,50,81
3,10,5,23
7,9,76,151
5,8,48,101
3,7,1,19
7,10,127,179
5,8,32,79
3,4,28,34
7,9,68,137
5,8,42,103
3,9,0,18
7,10,87,161
5,10,24,84
3,6,10,12
7,9,117,197
5,10,27,79
3,4,5,32
7,10,62,118
5,10,34,77
3,8,2,6
7,8,73,148
5,7,65,101
3,5,33,56
7,10,63,112
5,7,28,80
3,10,5,15
7,8,81,150
5,9,64,106
3,7,4,14
7,10,88,164
5,9,42,89
3,4,8,29
7,8,92,194
5,9,46,92
3,9,0,9
7,9,111,195
5,6,49,78
3,6,0,2
7,8,94,141
5,6,59,93
3,4,8,13
7,9,104,156
5,8,43,88
3,8,8,15
7,10,122,214
5,8,27,56
3,5,13,17
7,9,104,184
5,8,64,87
3,10,6,31
7,10,44,135
5,10,56,90
3,7,0,7
7,9,71,175
5,10,43,86
3,5,0,2
7,10,91,162
5,10,36,86
3,9,0,0
7,8,121,190
5,7,24,37
3,6,0,16
7,10,35,100
5,7,41,87
3,4,24,34
7,8,128,205
5,9,46,78
3,8,10,29
7,10,73,127
5,9,63,98
3,5,4,11
7,8,96,152
5,9,42,80
3,10,2,21
7,9,83,164
5,6,54,95
3,7,15,32
7,8,105,196
5,6,41,81
3,5,1,8
7,9,83,181
5,8,47,102
3,9,0,2
7,8,65,128
5,8,26,44
3,6,7,27
7,9,85,137
4,10,23,49
8,9,112,167
6,9,98,170
4,6,21,50
8,10,81,175
6,7,65,124
4,7,21,44
8,10,135,215
6,10,41,89
4,9,16,38
8,9,87,173
6,9,44,118
4,10,14,29
8,10,174,250
6,7,67,119
4,5,50,76
8,10,86,136
6,10,74,130
4,7,26,62
8,9,145,241
6,8,36,79
4,8,24,38
8,9,152,251
6,7,95,136
4,9,21,33
8,10,155,239
6,10,63,120
4,5,33,54
8,9,63,137
6,8,78,148
4,6,14,37
8,9,175,245
6,7,64,123
4,8,6,27
8,10,79,151
6,9,38,95
4,9,5,31
8,9,142,221
6,8,34,77
4,10,4,36
8,9,147,210
6,7,62,115
4,6,22,54
8,10,98,177
6,9,51,143
4,7,19,53
8,10,103,205
6,8,71,123
4,9,18,49
8,9,84,157
6,7,107,143
4,10,6,32
8,10,154,237
6,9,35,76
4,5,59,62
8,10,123,174
6,8,55,113
4,7,3,26
8,9,150,243
6,10,51,101
4,8,11,54
8,9,128,190
6,9,45,102
4,9,19,42
8,10,133,220
6,8,66,100
4,5,54,74
8,9,90,158
6,10,70,125
4,6,35,48
8,9,142,221
6,9,77,122
4,8,19,48
8,10,84,190
6,7,34,50
4,9,22,43
8,9,146,265
6,10,39,51
4,10,15,37
8,9,145,187
6,9,45,93
4,6,27,57
8,10,81,170
6,7,70,141
4,7,8,35
8,10,127,231
6,10,61,129
4,9,21,46
8,9,128,205
6,9,33,73
4,10,5,28
8,10,152,238
6,7,64,111
4,5,18,21
8,10,119,223
6,10,66,155
4,7,13,43
8,9,171,271
6,8,48,117
4,8,13,40
8,9,109,190
6,7,75,87
4,10,0,16
8,10,109,170
6,10,51,117
4,5,20,32
8,9,173,235
6,8,47,96
4,6,20,59
8,9,169,232
6,7,54,90
4,8,19,47
8,10,112,222
6,9,71,106
4,9,13,52
8,10,135,204
6,8,34,102
4,10,13,40
8,9,141,209
6,7,72,142
4,6,12,27
8,10,115,186
6,9,72,129
4,7,28,43
8,10,107,201
6,8,70,147
4,9,6,45
8,9,151,223
5,6,46,68
3,9,0,12
7,8,86,143
5,6,73,124
3,6,1,13
7,10,77,157
5,6,29,69
3,4,31,31
7,8,101,217
5,8,11,38
3,8,9,35
7,10,95,132
5,8,42,88
3,6,16,29
7,8,96,153
5,8,34,82
3,10,10,23
7,9,97,179
5,10,46,91
3,7,0,6
7,8,122,169
5,10,61,134
3,5,1,12
7,9,111,182
5,7,23,43
3,9,5,20
7,8,101,184
5,7,33,70
3,6,7,20
7,9,78,146
5,7,24,32
3,4,17,25
7,10,96,190
5,9,43,62
3,8,0,7
7,9,107,161
5,9,19,47
3,6,17,38
7,10,49,125
5,6,52,78
3,10,2,17
7,8,92,169
5,6,28,47
3,7,0,20
7,10,48,106
5,6,44,58
3,5,11,25
7,8,99,155
5,8,24,51
3,9,1,26
7,10,52,152
5,8,62,111
3,7,2,15
7,8,96,144
5,8,49,81
3,4,16,22
7,9,120,184
5,10,4,38
3,8,0,1
7,8,49,110
5,10,9,45
3,6,0,13
7,9,133,207
5,7,31,51
3,10,2,21
7,8,82,129
5,7,36,65
3,7,0,11
7,9,90,148
5,7,46,97
3,5,5,6
7,10,112,182
5,9,51,88
3,9,2,11
7,9,91,196
5,9,20,53
3,7,8,19
7,10,84,161
5,6,27,62
3,4,45,45
7,8,111,145
5,6,23,31
3,8,13,30
7,10,71,148
5,6,36,95
3,6,0,1
7,8,126,172
5,8,42,83
3,10,9,17
7,10,88,172
5,8,62,97
3,8,5,9
7,8,101,180
5,10,10,57
3,5,5,12
7,9,57,116
5,10,31,73
3,9,5,17
7,8,92,165
5,10,40,74
3,7,7,20
7,9,86,141
5,7,33,71
3,4,18,29
7,8,90,155
5,7,10,60
3,9,3,18
7,9,84,129
5,7,23,76
3,6,24,25
7,10,46,108
5,9,27,76
3,10,5,15
7,9,122,193
5,9,44,81
3,8,12,30
7,10,75,149
5,6,80,104
3,5,3,29
7,9,108,179
5,6,61,70
3,9,0,9
7,10,110,202
5,6,63,74
3,7,4,12
7,8,84,158
5,8,45,76
3,4,22,47
6,7,88,137
4,5,43,68
8,10,103,187
6,10,66,129
4,7,19,25
8,9,146,220
6,9,63,115
4,8,14,14
8,10,171,246
6,7,41,87
4,9,41,67
8,10,65,137
6,10,90,142
4,5,23,47
8,9,82,152
6,8,30,93
4,6,31,45
8,9,116,167
6,7,64,89
4,7,7,14
8,10,122,208
6,10,48,132
4,9,25,47
8,9,88,137
6,8,53,116
4,10,6,38
8,9,113,159
6,7,55,102
4,6,20,34
8,10,101,221
6,9,60,113
4,7,19,44
8,9,137,214
6,8,52,98
4,8,45,78
8,9,200,277
6,7,81,168
4,10,14,33
8,10,158,220
6,9,56,91
4,5,56,79
8,10,130,192
6,8,60,94
4,7,27,51
8,9,116,181
6,7,53,87
4,8,11,42
8,10,101,219
6,9,64,118
4,9,28,62
8,10,197,294
6,8,65,113
4,5,32,82
8,9,140,203
6,10,56,131
4,6,20,29
8,9,129,197
6,9,14,64
4,7,54,74
8,10,135,211
6,8,68,119
4,9,23,38
8,9,113,174
6,10,40,91
4,10,3,24
8,9,65,119
6,9,41,98
4,6,11,47
8,10,95,209
6,7,106,143
4,7,5,47
8,9,114,157
6,10,48,96
4,8,31,66
8,9,67,154
6,9,80,135
4,10,12,24
8,10,119,213
6,7,101,167
4,5,16,25
8,10,120,249
6,10,62,124
4,7,28,44
8,9,158,221
6,8,86,137
4,8,13,62
8,10,107,178
6,7,57,71
4,9,25,46
8,10,142,213
6,10,55,106
4,5,42,58
8,9,121,156
6,8,92,149
4,6,9,34
8,9,116,179
6,7,42,78
4,8,15,28
8,10,107,194
6,10,62,141
4,9,19,55
8,9,74,145
6,8,36,82
4,10,10,31
8,9,147,207
6,7,48,87
4,6,26,65
8,10,119,214
6,9,66,94
4,7,6,7
8,10,103,169
6,8,62,94
4,8,11,36
8,9,118,194
6,7,77,112
4,10,33,41
8,10,68,140
6,9,48,106
4,5,10,38
8,10,122,209
6,8,27,80
4,7,18,41
8,9,179,246
6,10,122,182
4,8,23,38
8,10,89,170
6,9,51,90
4,9,9,23
7,8,91,130
5,9,6,27
3,7,0,12
7,9,97,162
5,6,45,68
3,4,21,49
7,8,99,137
5,6,44,72
3,9,12,34
7,9,104,177
5,6,22,52
3,6,24,39
7,10,54,137
5,8,45,87
3,10,17,29
7,9,127,243
5,8,12,67
3,8,7,28
7,10,104,167
5,10,17,64
3,5,2,2
7,9,105,134
5,10,34,83
3,9,1,9
7,10,52,131
5,10,24,48
3,7,28,54
7,8,109,198
5,7,23,58
3,4,18,28
7,10,90,129
5,7,19,45
3,9,3,3
7,8,80,115
5,9,42,88
3,6,5,29
7,9,90,153
5,9,28,68
3,10,4,6
7,8,190,257
5,9,13,47
3,8,1,20
7,9,93,154
5,6,28,53
3,5,9,10
7,8,104,184
5,6,15,40
3,10,0,3
7,9,110,166
5,6,60,118
3,7,5,29
7,10,84,153
5,8,29,70
3,4,26,31
7,9,132,215
5,8,35,53
3,9,1,17
7,10,84,181
5,10,20,37
3,6,9,11
7,9,48,107
5,10,22,54
3,4,18,35
7,10,36,94
5,10,11,32
3,8,2,13
7,8,84,119
5,7,44,73
3,5,5,16
7,10,74,168
5,7,33,52
3,10,6,16
7,8,109,163
5,9,40,80
3,7,11,32
7,10,75,125
5,9,43,84
3,4,24,38
7,8,138,224
5,9,17,42
3,9,19,31
7,9,99,155
5,6,85,99
3,6,6,10
7,8,106,151
5,6,26,68
3,4,6,15
7,9,87,145
5,8,29,65
3,8,21,26
7,10,86,145
5,8,47,89
3,5,6,13
7,9,95,159
5,8,14,47
3,10,0,9
7,10,84,158
5,10,5,29
3,7,29,42
7,9,81,137
5,10,20,79
3,5,15,15
7,10,106,159
5,10,12,34
3,9,0,14
7,8,110,183
5,7,79,135
3,6,17,31
7,10,104,180
5,7,19,33
3,4,9,24
7,8,119,198
5,9,29,52
3,8,2,11
7,10,50,108
5,9,16,51
3,5,16,20
7,8,107,154
5,9,33,84
3,10,2,17
7,9,151,218
5,6,23,65
3,7,4,40
7,8,75,147
5,6,76,102
3,5,7,29
7,9,68,111
5,8,24,69
8,9,155,221
6,9,64,135
4,6,37,55
8,10,123,226
6,7,50,85
4,7,9,38
8,10,132,223
6,10,49,126
4,9,5,17
8,9,155,256
6,8,56,110
4,10,11,31
8,9,124,200
6,7,100,157
4,5,38,77
8,10,117,201
6,10,88,152
4,7,23,48
8,9,127,219
6,8,22,65
4,8,16,35
8,9,135,223
6,7,123,157
4,10,14,24
8,10,142,201
6,9,63,124
4,5,25,40
8,9,125,180
6,8,53,112
4,6,42,80
8,9,136,203
6,7,90,142
4,8,10,58
8,10,97,153
6,9,63,132
4,9,14,32
8,10,84,186
6,8,72,126
4,5,50,89
8,9,162,273
6,7,102,173
4,6,20,45
8,10,115,210
6,9,66,131
4,7,24,52
8,10,104,190
6,8,67,111
4,9,14,31
8,9,111,151
6,10,54,113
4,10,15,48
8,9,140,218
6,9,61,113
4,6,29,74
8,10,150,224
6,8,72,114
4,7,24,46
8,9,139,209
6,10,100,169
4,8,17,45
8,9,141,243
6,9,42,96
4,10,27,33
8,10,78,176
6,7,87,143
4,5,31,73
8,10,87,168
6,10,63,147
4,6,20,29
8,9,128,209
6,9,84,142
4,8,12,37
8,10,140,212
6,7,42,66
4,9,7,31
8,10,105,207
6,10,15,88
4,5,33,55
8,9,140,230
6,8,45,108
4,6,11,31
8,10,101,199
6,7,86,149
4,7,1,32
8,10,125,186
6,10,72,146
4,9,32,55
8,9,113,148
6,8,64,101
4,10,12,48
8,9,75,109
6,7,48,79
4,6,35,53
8,10,148,221
6,10,71,139
4,7,18,39
8,9,145,201
6,8,71,118
4,8,10,38
8,9,125,188
6,7,79,122
4,10,10,28
8,10,171,250
6,9,32,94
4,5,56,78
8,10,79,195
6,8,38,92
4,6,42,61
8,9,113,195
6,7,61,113
4,8,10,39
8,10,103,217
6,9,58,105
4,9,14,42
8,10,140,215
6,8,110,158
4,5,18,44
8,9,150,240
6,10,16,70
4,6,8,31
8,10,132,202
6,9,44,84
4,7,28,69
8,10,137,197
6,8,86,136
4,9,27,45
8,9,160,284
5,9,15,82
3,7,19,47
7,9,93,162
5,9,26,60
3,5,14,33
7,10,39,81
5,9,13,37
3,9,9,17
7,8,62,149
5,6,44,65
3,6,7,11
7,10,49,166
5,6,42,69
3,4,34,38
7,8,138,203
5,8,18,52
3,8,6,22
7,10,85,171
5,8,15,39
3,5,6,15
7,8,125,195
5,8,32,68
3,10,7,16
7,9,97,152
5,10,23,46
3,7,5,15
7,8,84,139
5,10,1,24
3,5,14,17
7,9,78,122
5,7,20,66
3,9,0,2
7,8,147,218
5,7,29,52
3,6,2,18
7,9,69,116
5,7,62,97
3,4,1,9
7,10,112,205
5,9,27,56
3,8,10,19
7,9,85,125
5,9,21,39
3,6,9,13
7,10,95,133
5,6,46,72
3,10,7,23
7,8,144,180
5,6,30,51
3,7,13,16
7,10,49,138
5,6,103,145
3,5,16,33
7,8,110,174
5,8,35,71
3,9,0,10
7,10,87,171
5,8,27,51
3,7,11,21
7,8,100,155
5,8,53,68
3,4,24,29
7,9,85,151
5,10,12,44
3,8,6,13
7,8,121,208
5,10,22,64
3,6,5,11
7,9,62,129
5,7,71,83
3,10,7,8
7,8,87,134
5,7,38,64
3,7,1,25
7,9,118,161
5,7,41,64
3,5,11,16
7,10,77,141
5,9,12,66
3,9,12,15
7,9,44,98
5,9,11,54
3,7,10,22
7,10,74,159
5,6,43,88
3,4,10,31
7,8,89,138
5,6,69,90
3,8,1,28
7,10,75,133
5,6,45,50
3,6,0,5
7,8,61,123
5,8,21,51
3,10,6,20
7,10,85,150
5,8,3,20
3,8,14,23
7,8,103,180
5,8,15,29
3,5,13,14
7,9,93,152
5,10,24,74
3,9,1,9
7,8,60,143
5,10,18,51
3,7,7,12
7,9,118,185
5,7,31,66
3,4,0,6
7,8,125,176
5,7,26,55
3,8,7,17
7,9,121,185
5,7,14,71
3,6,3,16
7,10,88,175
5,9,19,61
3,10,9,20
7,9,66,131
5,9,14,50
3,8,2,23
7,10,94,181
5,6,85,116
3,5,4,5
7,8,123,176
5,6,33,90
3,9,0,8
6,7,111,148
4,5,35,53
8,10,135,206
6,10,60,134
4,7,24,47
8,9,110,203
6,8,66,131
4,8,19,23
8,9,135,244
6,7,95,143
4,9,0,16
8,10,118,208
6,10,66,131
4,5,43,70
8,9,94,160
6,8,83,125
4,6,36,75
8,9,145,226
6,7,47,88
4,8,15,26
8,10,159,225
6,9,75,144
4,9,13,40
8,10,146,244
6,8,84,145
4,10,39,75
8,9,95,153
6,7,65,103
4,6,10,36
8,10,83,156
6,9,24,62
4,7,20,31
8,10,99,197
6,8,91,118
4,9,12,40
8,9,88,174
6,10,18,73
4,10,14,40
8,10,154,226
6,9,49,108
4,5,25,36
8,10,121,205
6,8,84,113
4,7,8,35
8,9,137,220
6,10,50,107
4,8,8,21
8,9,145,247
6,9,69,131
4,10,12,43
8,10,98,174
6,8,60,96
4,5,37,51
8,9,95,164
6,10,29,81
4,6,15,47
8,9,165,236
6,9,40,86
4,8,10,30
8,10,137,260
6,7,99,142
4,9,0,8
8,10,115,198
6,10,29,67
4,10,12,30
8,9,128,223
6,9,63,140
4,6,42,76
8,10,134,222
6,7,61,132
4,7,11,39
8,10,99,200
6,10,12,70
4,9,11,39
8,9,139,212
6,8,36,90
4,10,11,22
8,10,131,244
6,7,96,142
4,5,19,29
8,10,152,215
6,10,35,82
4,7,18,21
8,9,125,201
6,8,43,92
4,8,20,33
8,9,120,244
6,7,75,145
4,10,18,55
8,10,134,231
6,10,53,104
4,5,28,53
8,9,182,234
6,8,53,92
4,6,34,58
8,9,162,242
6,7,59,105
4,8,20,28
8,10,89,179
6,9,67,116
4,9,17,44
8,10,175,251
6,8,62,117
4,10,22,35
8,9,96,169
6,7,78,118
4,6,62,82
8,10,136,222
6,9,64,150
4,7,22,27
8,10,125,197
6,8,78,138
4,9,25,25
8,9,129,217
6,10,38,89
4,10,13,34
8,10,150,273
6,9,58,107
4,5,33,43
8,10,142,244
6,8,50,97
4,7,39,87
8,9,157,210
6,10,40,100
4,8,35,72
8,9,130,181
6,9,42,83
4,10,8,40
7,8,95,144
5,7,31,67
3,5,17,37
7,9,54,105
5,9,50,87
3,9,9,37
7,8,133,190
5,9,38,82
3,7,4,11
7,9,123,202
5,6,35,53
3,4,27,46
7,8,84,104
5,6,74,94
3,9,8,21
7,9,79,179
5,6,48,73
3,6,18,27
7,10,71,126
5,8,24,52
3,10,0,2
7,9,62,123
5,8,56,114
3,8,13,21
7,10,139,227
5,10,19,57
3,5,22,48
7,9,68,107
5,10,45,79
3,9,2,3
7,10,99,150
5,10,3,66
3,7,2,19
7,8,116,220
5,7,46,86
3,4,6,16
7,10,73,125
5,7,38,43
3,9,4,4
7,8,107,180
5,9,49,84
3,6,25,48
7,9,88,156
5,9,16,44
3,10,3,22
7,8,63,138
5,9,18,56
3,8,6,11
7,9,69,128
5,6,84,100
3,5,8,21
7,8,120,184
5,6,87,112
3,10,0,7
7,9,68,172
5,6,86,106
3,7,22,34
7,10,38,98
5,8,19,61
3,4,20,36
7,9,115,174
5,8,18,25
3,9,2,16
7,10,62,123
5,10,24,51
3,6,8,19
7,9,61,128
5,10,25,67
3,10,19,22
7,10,81,165
5,10,9,43
3,8,12,23
7,8,117,191
5,7,43,81
3,5,24,28
7,10,113,189
5,7,22,78
3,10,11,28
7,8,104,171
5,9,30,59
3,7,29,32
7,9,87,131
5,9,17,50
3,4,14,20
7,8,106,159
5,9,2,44
3,9,14,17
7,9,109,147
5,6,24,41
3,6,10,19
7,8,113,168
5,6,42,74
3,4,7,13
7,9,84,183
5,6,29,63
3,8,16,41
7,10,26,75
5,8,60,91
3,5,9,40
7,9,81,152
5,8,32,50
3,10,0,6
7,10,99,165
5,10,24,65
3,7,12,18
7,9,105,189
5,10,57,82
3,4,7,13
7,10,57,134
5,10,26,65
3,9,0,8
7,8,123,183
5,7,43,63
3,6,6,10
7,10,106,170
5,7,68,90
3,4,22,38
7,8,118,206
5,9,10,41
3,8,11,17
7,10,46,109
5,9,37,62
3,5,22,32
7,8,117,173
5,9,52,88
3,10,2,10
7,9,79,137
5,6,56,101
8,9,137,214
6,8,41,81
4,6,38,50
8,9,112,186
6,7,58,89
4,8,18,39
8,10,103,185
6,10,45,102
4,9,0,12
8,9,114,170
6,8,62,119
4,10,12,53
8,9,159,233
6,7,91,158
4,6,19,36
8,10,144,246
6,9,61,81
4,7,13,37
8,10,202,293
6,8,58,120
4,8,11,32
8,9,135,195
6,7,95,141
4,10,0,24
8,10,96,177
6,9,78,122
4,5,17,46
8,10,163,239
6,8,17,70
4,7,24,58
8,9,155,267
6,10,68,111
4,8,11,43
8,10,158,257
6,9,67,100
4,9,3,21
8,10,151,257
6,8,59,113
4,5,17,29
8,9,134,192
6,10,52,97
4,6,24,43
8,9,97,173
6,9,61,119
4,8,12,31
8,10,157,248
6,8,35,72
4,9,15,44
8,9,130,218
6,10,44,93
4,10,21,38
8,9,112,208
6,9,25,66
4,6,25,57
8,10,106,176
6,7,103,149
4,7,25,40
8,10,119,201
6,10,20,89
4,8,0,13
8,9,135,249
6,9,71,118
4,10,4,23
8,10,146,205
6,7,97,131
4,5,15,27
8,10,110,187
6,10,49,117
4,7,26,66
8,9,146,226
6,8,53,98
4,8,28,55
8,10,64,125
6,7,95,142
4,9,5,28
8,10,152,238
6,10,66,123
4,5,27,43
8,9,114,191
6,8,83,153
4,6,8,13
8,9,79,160
6,7,49,84
4,8,6,35
8,10,148,240
6,10,44,107
4,9,11,40
8,9,130,224
6,8,67,133
4,10,1,21
8,9,179,262
6,7,61,126
4,6,20,49
8,10,117,192
6,9,58,108
4,7,31,61
8,10,119,191
6,8,80,139
4,8,19,33
8,9,104,193
6,7,64,97
4,10,9,26
8,10,108,165
6,9,30,76
4,5,55,64
8,10,89,154
6,8,77,126
4,7,8,15
8,9,104,151
6,10,28,61
4,8,14,63
8,9,167,236
6,9,29,89
4,9,13,48
8,10,123,263
6,8,67,136
4,5,11,35
8,9,157,196
6,10,42,101
4,6,4,25
8,9,169,255
6,9,34,64
4,8,14,29
8,10,83,147
6,7,105,132
4,9,0,9
8,9,145,218
5,7,18,79
3,5,0,8
7,9,38,119
5,7,53,82
3,10,4,18
7,10,96,177
5,9,35,52
3,7,0,1
7,9,79,123
5,9,29,77
3,5,8,16
7,10,55,149
5,9,35,75
3,9,1,22
7,8,129,198
5,6,50,120
3,6,5,18
7,10,101,189
5,6,40,71
3,4,17,20
7,8,86,158
5,8,77,126
3,8,0,7
7,10,144,196
5,8,14,54
3,5,0,1
7,8,80,134
5,8,22,41
3,10,0,0
7,9,88,159
5,10,35,82
3,7,15,27
7,8,144,165
5,10,24,62
3,5,15,20
7,9,115,158
5,7,31,53
3,9,13,33
7,10,114,180
5,7,102,134
3,6,14,20
7,9,118,168
5,7,27,57
3,4,28,28
7,10,37,102
5,9,37,81
3,8,5,20
7,9,92,158
5,9,33,73
3,6,12,22
7,10,74,140
5,9,13,37
3,10,6,19
7,8,89,188
5,6,32,71
3,7,22,26
7,10,110,185
5,6,30,68
3,5,8,24
7,8,92,144
5,8,37,81
3,9,17,31
7,10,81,151
5,8,13,33
3,6,15,22
7,8,56,88
5,8,20,51
3,4,26,39
7,9,65,132
5,10,36,102
3,8,33,53
